"ym","X","Y","eps"
"2006_3",-93.642261,42.063301,-0.0453811757754435
"2006_6",-93.642241,42.063301,-0.0661319058900586
"2007_8",-93.642177,42.063301,-0.0154111601607002
"2006_4",-93.642116,42.063301,0.0589700639960167
"2006_10",-93.641518,42.062831,0.0396874888738803
"2006_10",-93.641522,42.062873,0.131920490787432
"2007_11",-93.644256,42.061713,0.0827802055115793
"2010_6",-93.644076,42.061443,0.0131663543939598
"2007_4",-93.644064,42.061429,0.00195431683032678
"2006_7",-93.64458,42.060239,0.0391476792978872
"2007_6",-93.643062,42.061483,-0.026207059289556
"2009_7",-93.642749,42.061562,-0.0384057764262659
"2008_7",-93.642641,42.061316,-0.0163643211066611
"2006_6",-93.642588,42.060293,-0.0131860247059419
"2009_12",-93.643312,42.059377,-0.0947806803800033
"2008_4",-93.643522,42.059635,0.0908778848162814
"2006_10",-93.6436049,42.059803,-0.181171747427705
"2007_7",-93.643961,42.061541,-0.0386638799272491
"2007_4",-93.643954,42.061531,-0.1023032241386
"2008_7",-93.643964,42.061544,0.036050658560614
"2006_7",-93.644094,42.061727,-0.0269728208272866
"2009_8",-93.644106,42.061739,-0.053213237344689
"2007_5",-93.641781,42.061318,-0.149774804817352
"2009_9",-93.641772,42.061149,-0.0971588970851852
"2008_7",-93.641771,42.0609759,0.0180887259385208
"2008_7",-93.641416,42.06132,-0.117260702681242
"2009_3",-93.641488,42.061114,-0.0583635987925972
"2010_5",-93.641487,42.060977,0.0262409912941219
"2006_11",-93.641467,42.060836,-0.137517320253175
"2010_4",-93.642447,42.061193,-0.149414333336114
"2009_7",-93.642626,42.061656,-0.0751242254060748
"2007_10",-93.639977,42.061392,-0.0921027206909935
"2009_6",-93.640051,42.061365,-0.00993282790738256
"2008_5",-93.640051,42.061312,-0.027900984051583
"2009_5",-93.640065,42.063283,-0.072307762461053
"2006_7",-93.640211,42.060074,-0.0727284198562087
"2007_7",-93.64021,42.060021,-0.00866292435341551
"2010_4",-93.641325,42.060936,0.0815309177429699
"2009_4",-93.649649,42.058368,-0.011868441316782
"2008_11",-93.649587,42.058377,0.00715005447802784
"2007_11",-93.642288,42.058858,-0.0326851427877485
"2006_1",-93.642713,42.05865,-0.0822488797179209
"2009_4",-93.642813,42.05859,-0.019620083180415
"2006_4",-93.642913,42.05853,0.13294168564706
"2007_7",-93.64334,42.059181,-0.0247022330871243
"2009_7",-93.642932,42.059481,0.0142350671762664
"2006_7",-93.641281,42.057905,-0.0828479820939254
"2007_8",-93.641279,42.057981,-0.0201519367814045
"2008_5",-93.641331,42.057986,0.0123314127115375
"2007_12",-93.642836,42.058401,0.00204387156986281
"2008_7",-93.642397,42.058595,0.0838244398733545
"2009_7",-93.641919,42.059068,0.0995654286776248
"2008_2",-93.6442698,42.0600066,-0.133674091989282
"2009_5",-93.644251,42.059605,-0.0140221121114748
"2007_8",-93.643641,42.059526,-0.0755388370776035
"2008_4",-93.643632,42.059507,-0.081113782391591
"2009_6",-93.641377,42.057839,-0.0418561930991453
"2006_2",-93.64136,42.057838,-0.047875484436796
"2007_6",-93.641323,42.057836,0.0537073333027051
"2009_6",-93.641313,42.057834,0.153248283690216
"2009_3",-93.641303,42.057833,-0.0168086257919467
"2010_5",-93.641337,42.057103,-0.0416714461006741
"2009_5",-93.641367,42.057098,-0.0760919975716954
"2009_6",-93.641397,42.057093,-0.098560264315061
"2008_5",-93.641342,42.05695,-0.0452982781985916
"2009_6",-93.641312,42.056955,-0.0726125474934703
"2006_8",-93.641283,42.05696,0.144367795867194
"2007_5",-93.640658,42.058897,-0.00434105361426257
"2009_6",-93.640879,42.058668,0.0345970513838289
"2008_5",-93.640959,42.058581,-0.032062816795659
"2006_2",-93.641053,42.058461,-0.0262588525156797
"2006_6",-93.655739,42.05443,0.110758719995779
"2008_9",-93.654594,42.053879,0.00861751815578317
"2006_2",-93.654519,42.05384,-0.0108687184294885
"2006_6",-93.654444,42.053801,0.0111531458823691
"2009_7",-93.65429,42.053749,0.102496573264105
"2008_6",-93.65412,42.053666,-0.00184718045166151
"2006_7",-93.657851,42.053314,0.244284626345486
"2009_7",-93.657163,42.053911,0.110501987855932
"2007_6",-93.655711,42.053364,0.0873761526974127
"2008_12",-93.653324,42.055748,-0.192109140472421
"2007_6",-93.652894,42.055751,-0.138121621652194
"2008_6",-93.650932,42.055777,-0.180235393373394
"2006_3",-93.6532,42.055601,0.0603672301883577
"2007_3",-93.651096,42.055627,0.0111099568344474
"2009_9",-93.650957,42.055626,-0.0436838810849931
"2010_5",-93.651381,42.054386,-0.0436096078898775
"2007_7",-93.652641,42.05359,0.102325127619986
"2007_1",-93.652777,42.053436,0.000838591140920415
"2009_5",-93.652608,42.053441,0.0339995332516542
"2006_6",-93.65227,42.053154,-0.00342592853871922
"2010_1",-93.652334,42.053243,0.0371307185599044
"2009_7",-93.65238,42.053041,0.061883317203774
"2008_7",-93.651562,42.0522319,0.0966831137039227
"2006_7",-93.650059,42.053466,-0.0769855220651745
"2007_5",-93.649901,42.053467,-0.0672989523686802
"2009_7",-93.655555,42.052668,-0.0873484226227551
"2007_6",-93.655159,42.052361,0.118734685062686
"2008_6",-93.655279,42.052272,0.0565210237188891
"2007_8",-93.655905,42.052247,0.0614244990788816
"2010_3",-93.654206,42.051721,-0.00300634534936209
"2006_6",-93.653915,42.05178,0.0771850108498503
"2007_6",-93.653708,42.051813,0.00862475653813615
"2006_5",-93.655997,42.049423,0.269870443314678
"2008_6",-93.656036,42.050383,-0.100820207602258
"2009_6",-93.655988,42.050411,-0.0589683682824643
"2006_6",-93.655704,42.051073,0.0204772320767173
"2008_8",-93.653929,42.05162,0.0729795832413447
"2010_4",-93.653616,42.051674,-0.0407541616144462
"2007_11",-93.653712,42.05048,-0.0910364977667744
"2008_8",-93.65579,42.049501,0.128975941258795
"2009_4",-93.654048,42.049701,-0.125404348768514
"2008_7",-93.653908,42.049696,0.0634373451628352
"2006_12",-93.653608,42.049687,-0.0807018260887189
"2006_10",-93.653479,42.049528,-0.0691208756209417
"2007_5",-93.65334,42.049518,0.125697672199365
"2007_9",-93.652946,42.049509,-0.0594318496781384
"2007_5",-93.653864,42.052416,0.0407987682812951
"2010_4",-93.650356,42.052457,0.00108243998626873
"2010_6",-93.650578,42.052437,-0.0105958128111609
"2009_11",-93.651503,42.05161,0.0186212944777251
"2010_3",-93.652972,42.050909,0.110166712963543
"2009_10",-93.652117,42.050215,-0.103939042404262
"2008_8",-93.651801,42.050692,-0.0259286582617373
"2008_8",-93.650996,42.049484,-0.0208074893642625
"2009_7",-93.650529,42.049921,0.138913362542115
"2009_1",-93.650822,42.050971,-0.0463898295341757
"2008_6",-93.644107,42.054236,-0.0816682976908279
"2009_12",-93.644121,42.054282,-0.0563002441938738
"2007_9",-93.644118,42.054408,0.00784925646465464
"2008_1",-93.644145,42.055157,-0.0522443525127355
"2007_7",-93.643769,42.055757,-0.0216438815006843
"2008_7",-93.642334,42.055102,-0.145765938504243
"2006_1",-93.642317,42.055056,-0.0766510491876566
"2008_5",-93.642108,42.054415,-0.0259086217460773
"2008_8",-93.642092,42.054366,-0.141161811560535
"2007_3",-93.642069,42.054318,-0.0769852830913287
"2006_9",-93.642082,42.054318,0.137760038087941
"2007_8",-93.64176,42.054177,0.0452463432567205
"2006_1",-93.64178,42.054176,0.115887590367507
"2006_5",-93.641793,42.054175,0.033863836401543
"2009_9",-93.64247,42.055036,0.0262315762031327
"2007_1",-93.642261,42.054417,-0.179918881025675
"2007_10",-93.642243,42.054354,0.0655919432346331
"2007_6",-93.642234,42.054309,-0.0788886149273857
"2008_10",-93.642376,42.054306,-0.0905919727022522
"2009_9",-93.642553,42.054302,-0.0505958515250186
"2008_7",-93.643976,42.054319,-0.0216497065497615
"2007_2",-93.64396,42.054514,-0.643475226545748
"2008_7",-93.64403,42.055517,-0.0589734960711052
"2007_9",-93.644086,42.054154,0.0334386964050555
"2008_2",-93.644024,42.054227,0.122831484544823
"2009_5",-93.643944,42.054152,0.0351656216482098
"2007_9",-93.643836,42.054153,0.141466539087637
"2009_3",-93.642579,42.054151,0.017097550103837
"2007_6",-93.64248,42.054153,0.0255411334731493
"2007_12",-93.642344,42.054157,-0.168005423692832
"2008_8",-93.643788,42.053183,0.0268822648556827
"2006_4",-93.643635,42.053183,-0.0182089190454043
"2007_12",-93.643544,42.053185,0.0850334746438862
"2007_6",-93.643449,42.053186,-0.0506426714412687
"2009_9",-93.64236,42.053212,0.0210712522531257
"2007_4",-93.642197,42.053227,0.0814735010622174
"2009_2",-93.641251,42.053258,0.047268364843856
"2007_8",-93.641251,42.053108,0.109684099375566
"2009_10",-93.641296,42.053108,0.15771287327976
"2006_9",-93.643811,42.053033,-0.188235661430032
"2007_7",-93.643748,42.053032,0.0666490563179859
"2010_5",-93.642368,42.05306,-0.18197555219523
"2007_3",-93.642275,42.053067,-0.136243360948116
"2010_4",-93.649976,42.051827,-0.003313886287891
"2009_7",-93.650321,42.051804,0.0885999032827698
"2007_11",-93.650341,42.051802,-0.0613203707946986
"2006_10",-93.650361,42.0518,-0.100431176453822
"2009_6",-93.6504,42.051797,-0.0516647376690315
"2007_6",-93.65042,42.051795,0.0316434702186433
"2009_9",-93.65044,42.051793,0.122063624662682
"2009_10",-93.650417,42.051645,0.0670831650516637
"2008_7",-93.650397,42.051646,-0.0822794147534358
"2009_9",-93.650377,42.051648,0.0203356115908608
"2008_5",-93.650358,42.05165,0.191870663476329
"2009_5",-93.650338,42.051652,0.0652577600097337
"2010_6",-93.650318,42.051653,0.0394867087706145
"2007_11",-93.650299,42.051655,0.0771153583057153
"2007_7",-93.650279,42.051657,0.209308597141792
"2010_4",-93.647105,42.050084,0.0621640534145435
"2007_12",-93.647584,42.050206,-0.00911538101506901
"2007_8",-93.647933,42.050301,-0.00117147877759685
"2009_5",-93.648275,42.050406,-0.148025157847754
"2007_12",-93.648742,42.051681,0.0535556932435765
"2009_10",-93.648809,42.051717,0.147820411313568
"2009_6",-93.648778,42.051795,-0.0321596807643734
"2008_12",-93.648255,42.050307,-0.172501814611801
"2006_11",-93.64407,42.052265,0.10244510911646
"2007_7",-93.643974,42.052269,-0.038452506775798
"2006_6",-93.643898,42.052272,-0.0781694157624581
"2008_2",-93.643836,42.052278,0.045683494052133
"2009_4",-93.643001,42.052337,-0.0829164787475325
"2009_7",-93.64287,42.052346,0.0241033205932593
"2010_5",-93.642773,42.052347,0.0517610124655682
"2008_8",-93.64119,42.052456,-0.0387311360243788
"2008_7",-93.640924,42.052275,0.00924546936098051
"2007_8",-93.64397,42.052119,0.0350147931837949
"2009_5",-93.643842,42.052127,-0.0819302308887201
"2008_4",-93.6430423,42.0520487,0.166034513006918
"2006_8",-93.642862,42.052346,-0.0636772536644541
"2010_5",-93.642224,42.051429,0.27575275960182
"2006_3",-93.642309,42.051355,-0.0635191437138117
"2006_2",-93.642374,42.051426,0.0433194341962126
"2009_10",-93.642474,42.05142,0.16982202563018
"2006_8",-93.64357,42.051382,-0.0153740428262593
"2008_5",-93.643692,42.05138,0.015201013753728
"2009_10",-93.643752,42.051378,0.0161390776207786
"2007_5",-93.643792,42.051377,-0.0378503720350364
"2007_4",-93.642046,42.052267,-0.0903403992008037
"2008_6",-93.641651,42.052173,-0.0408708421517934
"2007_6",-93.641233,42.052146,0.0704030641082986
"2009_3",-93.640847,42.052122,0.106438898281919
"2007_12",-93.639574,42.051054,0.135038322641813
"2009_11",-93.641746,42.051414,0.101825458540565
"2009_10",-93.643131,42.051247,-0.0102699155172911
"2006_5",-93.643173,42.051245,0.0284944517107139
"2006_4",-93.643859,42.051225,-0.147402937447742
"2006_8",-93.643977,42.051224,-0.120676162450686
"2008_4",-93.644018,42.051224,0.180066648304914
"2009_8",-93.641501,42.051251,0.0552784910453053
"2009_3",-93.639832,42.050895,0.0322008394472457
"2008_5",-93.639662,42.050899,0.0507443694733436
"2009_4",-93.69153,42.037557,-0.137461107359795
"2009_6",-93.692017,42.037611,-0.137381433620466
"2006_10",-93.691403,42.036149,-0.107474759885133
"2010_1",-93.692309,42.036255,0.0855994960220065
"2009_1",-93.69143,42.036001,-0.0756708842903461
"2009_1",-93.691506,42.036011,-0.15772833613526
"2010_4",-93.692412,42.036113,-0.105529283781524
"2009_8",-93.691707,42.035282,-0.00269305940469421
"2008_7",-93.692431,42.035271,0.00948208558679375
"2008_7",-93.691695,42.035132,-0.0408539163102458
"2009_5",-93.691868,42.037923,-0.126953615314455
"2006_3",-93.691754,42.037911,-0.071588186642382
"2006_5",-93.690959,42.037827,-0.0685776685109648
"2008_6",-93.690761,42.037806,0.0378713765381677
"2008_7",-93.690364,42.03805,-0.0674151907213332
"2009_6",-93.690159,42.037756,0.00801165300331058
"2007_5",-93.68912,42.037643,-0.0100165006290388
"2008_12",-93.691246,42.036525,-0.0432981539300504
"2006_4",-93.691246,42.036605,-0.054022966542733
"2006_3",-93.691247,42.03718,-0.00742723870318557
"2007_6",-93.691244,42.03722,-0.0724031261579891
"2008_3",-93.69124,42.037258,-0.0348755945206073
"2009_2",-93.690402,42.037434,0.112713113938728
"2006_7",-93.689021,42.036849,0.0290135401812657
"2009_4",-93.689136,42.036852,-0.00908018350173026
"2010_5",-93.68981,42.036026,-0.0993143917404865
"2007_7",-93.689026,42.036028,0.0890266296595552
"2009_9",-93.69139,42.03607,-0.027414151397447
"2008_4",-93.689769,42.035875,0.0446719526647112
"2008_10",-93.689024,42.035878,-0.116155340272489
"2008_10",-93.688981,42.035878,-0.0319217132661808
"2008_11",-93.689801,42.034988,-0.0768149050005305
"2007_5",-93.689767,42.035259,0.00017094499569532
"2009_4",-93.6888,42.036905,-0.0955018325565376
"2008_9",-93.688803,42.036089,0.0658135617498083
"2007_12",-93.688804,42.036038,-0.0165963347298449
"2007_8",-93.689449,42.035071,-0.036867146688419
"2008_5",-93.687819,42.034535,-0.109325213585055
"2006_7",-93.68782,42.034595,0.0519802007703635
"2008_6",-93.687831,42.035666,0.0490336991349155
"2009_11",-93.687843,42.036576,-0.0414886465839718
"2008_6",-93.687847,42.036839,0.0184057109971757
"2008_7",-93.686428,42.036501,-0.0268674588686438
"2007_7",-93.686428,42.036464,-0.0491919483226824
"2010_5",-93.686417,42.03548,0.0624846589969073
"2007_7",-93.686413,42.034569,-0.148854342665925
"2010_5",-93.687694,42.036659,-0.0762826010844971
"2006_10",-93.687695,42.03674,0.309693091288166
"2009_4",-93.686263,42.034533,-0.131096554345024
"2010_4",-93.686263,42.034589,-0.267823518622865
"2010_2",-93.686264,42.0347,0.0766669424906781
"2009_2",-93.686267,42.035518,-0.159345632159569
"2006_7",-93.686267,42.035555,0.0027970300621701
"2006_6",-93.686267,42.035629,-0.0679446008011181
"2008_3",-93.686278,42.036466,-0.0726287552454084
"2010_2",-93.68628,42.036633,-0.0297872355110548
"2006_7",-93.68665,42.03748,-0.0381483950010123
"2009_10",-93.687804,42.037607,-0.0173658415909992
"2010_5",-93.685028,42.034555,0.0557711443494588
"2010_4",-93.685029,42.034678,0.0813267795252324
"2009_7",-93.685037,42.035968,0.0772062040720689
"2007_12",-93.685185,42.035678,0.0676079002884612
"2009_9",-93.6790752,42.0365385,-0.240777313875529
"2010_4",-93.6790694,42.0360754,-0.627072712295692
"2006_11",-93.681595,42.035795,-0.122790142949082
"2009_10",-93.680198,42.035287,-0.472033337287909
"2006_7",-93.681407,42.035235,0.0113229534097095
"2008_8",-93.674093,42.036039,0.0128514850057833
"2006_7",-93.674167,42.036051,0.0598916295360498
"2006_11",-93.675963,42.036087,-0.200258369107208
"2009_11",-93.676364,42.035806,-0.113406781133121
"2006_3",-93.675723,42.035302,0.0529600189381402
"2008_9",-93.675743,42.035179,0.158517970847382
"2007_3",-93.677007,42.034678,0.0520437827965846
"2009_7",-93.677008,42.034747,0.105147296419298
"2006_7",-93.677012,42.035094,0.0752365756090197
"2007_7",-93.674475,42.035946,0.0560834696472049
"2007_4",-93.673987,42.035871,0.0639661953013937
"2007_3",-93.673889,42.035857,0.0706862683985545
"2010_6",-93.673669,42.034793,0.0103251164085745
"2008_7",-93.673965,42.034614,0.0660298222957514
"2009_6",-93.674051,42.034615,0.186681407833291
"2009_7",-93.675716,42.035289,0.0415213944620194
"2007_5",-93.669559,42.034532,0.176801737090485
"2009_5",-93.669554,42.03466,0.0579370355041946
"2006_7",-93.669553,42.034692,0.0995273058560226
"2007_3",-93.669552,42.034724,-0.0418123738528639
"2009_10",-93.669538,42.035331,0.0969317405312933
"2010_4",-93.670956,42.035685,0.181242774947501
"2008_4",-93.670997,42.03569,0.0608414788882186
"2006_11",-93.671037,42.035696,0.0598476204603734
"2006_10",-93.672411,42.035841,0.0832104834904076
"2008_1",-93.672503,42.035703,0.119570116376293
"2007_6",-93.672318,42.035675,0.128444633977911
"2010_2",-93.672096,42.034856,0.0931155960378091
"2010_6",-93.672067,42.03457,0.123580118697193
"2009_3",-93.673518,42.034595,0.0256007283802075
"2007_10",-93.673518,42.034652,0.0394351125247838
"2006_1",-93.670919,42.035325,-0.00920936449955074
"2006_11",-93.670998,42.035536,0.147374775399371
"2010_4",-93.669688,42.035333,0.0932253648982694
"2009_12",-93.669707,42.034602,-0.588146409612574
"2006_6",-93.669757,42.03458,0.125690738916946
"2009_10",-93.669845,42.034581,0.157251573503428
"2008_5",-93.670551,42.03459,0.0956859521355751
"2006_6",-93.671926,42.034663,0.0840706315488176
"2007_8",-93.671941,42.034819,0.16434319429182
"2006_1",-93.660643,42.037065,-0.15078618581764
"2007_2",-93.661846,42.037652,0.14300294045583
"2008_7",-93.66203,42.0375,-0.0465163768374535
"2007_7",-93.661848,42.037502,0.144549308819778
"2009_4",-93.660327,42.037236,-0.0815001981279491
"2008_7",-93.660522,42.034532,-0.0927046343415356
"2007_8",-93.660522,42.03466,-0.032692164196928
"2010_4",-93.660672,42.034603,-0.0456196082435715
"2007_1",-93.661983,42.034644,-0.0328143289607839
"2007_1",-93.662134,42.034673,-0.113435396799789
"2006_4",-93.653876,42.045763,-0.138498606578256
"2007_6",-93.653082,42.047384,-0.0485867085248524
"2008_6",-93.653482,42.047666,0.120049767899879
"2006_10",-93.653512,42.048608,-0.078437144657738
"2008_6",-93.653232,42.048607,0.0400460309920046
"2006_11",-93.652348,42.048371,-0.0146061842569763
"2006_7",-93.650474,42.047997,0.0375209972430146
"2006_7",-93.650057,42.048058,-0.0449006453175512
"2010_6",-93.646749,42.048253,-0.167413527320725
"2010_6",-93.651773,42.046825,0.189608905388336
"2010_6",-93.652773,42.045773,-0.0504502344413392
"2007_4",-93.652658,42.045776,-0.102892910272996
"2009_7",-93.650333,42.047669,-0.00793046853649632
"2010_3",-93.647988,42.047452,0.183896559286517
"2007_7",-93.647974,42.047618,-0.0494612336741153
"2009_7",-93.647765,42.047627,0.0845364571897175
"2006_5",-93.647832,42.047592,-0.0892867788630935
"2008_7",-93.647488,42.047467,-0.0197030167795672
"2007_2",-93.64733,42.0474249,-0.127518166228838
"2007_2",-93.647166,42.047406,-0.121474468179794
"2007_4",-93.646653,42.047711,0.0671832533259046
"2007_8",-93.646637,42.047705,-0.00105481623365867
"2007_7",-93.646607,42.047699,-0.0719064140815604
"2007_11",-93.646576,42.047687,0.0485313108045744
"2006_4",-93.646526,42.04768,-0.0594800603327778
"2007_6",-93.646478,42.047667,-0.0180086820072597
"2008_3",-93.646063,42.048089,0.0246400098260949
"2010_1",-93.64614,42.048086,-0.017341636155898
"2008_6",-93.646113,42.048191,-0.00952271721702103
"2009_6",-93.646316,42.048416,0.0686591268418299
"2009_6",-93.646338,42.048488,0.145007120298064
"2010_4",-93.645599,42.048566,-0.039337650862891
"2010_6",-93.644889,42.047899,-0.0215382856853198
"2010_2",-93.644889,42.047876,-0.0130630683545774
"2008_5",-93.64489,42.047806,0.157312377038502
"2010_5",-93.64489,42.047782,0.0696046941692381
"2006_6",-93.644891,42.047665,-0.00802790778857618
"2006_7",-93.644891,42.047642,-0.0167431454743708
"2006_7",-93.644891,42.047618,0.00410663104907129
"2006_4",-93.644891,42.047595,-0.047100221393393
"2008_3",-93.644891,42.047571,-0.106761431447389
"2008_2",-93.644891,42.047548,-0.124236513498435
"2009_1",-93.647039,42.047338,0.0784735524285096
"2009_3",-93.646916,42.047253,0.0570667416994769
"2010_6",-93.6468879,42.0471748,0.0809834932296721
"2009_3",-93.644205,42.047101,0.167680628378735
"2008_8",-93.644172,42.047102,0.157746287069347
"2008_4",-93.644118,42.047103,0.185994489826336
"2007_9",-93.644107,42.047104,0.191144561015368
"2007_6",-93.644096,42.047104,0.149543266700325
"2008_7",-93.646984,42.046381,-0.0110759481204168
"2008_7",-93.646986,42.046377,0.0629695247061158
"2008_9",-93.646989,42.046372,0.0036469594216618
"2008_6",-93.647047,42.046088,0.011413851813055
"2008_1",-93.647044,42.046085,0.105655981367379
"2008_3",-93.643746,42.046961,0.0430027116338126
"2008_6",-93.643729,42.046962,0.0541366535619282
"2007_6",-93.645671,42.046144,0.0473130134506436
"2009_8",-93.64566,42.046144,0.133185834918567
"2007_9",-93.645639,42.046145,0.134094510241024
"2006_6",-93.645617,42.046145,0.0454905966152232
"2010_6",-93.645606,42.046145,0.148142282887519
"2007_6",-93.645595,42.046145,0.123020725130887
"2010_5",-93.645585,42.046145,0.121873074535205
"2006_3",-93.645482,42.046431,0.119415526753463
"2010_5",-93.645482,42.046424,-0.022571429650181
"2009_9",-93.645482,42.046418,-0.0501223706388706
"2007_3",-93.645482,42.046405,-0.0220163577998057
"2006_4",-93.645479,42.046127,0.0338220625089487
"2010_6",-93.645478,42.046114,0.0569259046820969
"2006_7",-93.645478,42.046107,-0.055011847313004
"2008_6",-93.643378,42.046647,0.10353394576664
"2007_11",-93.641813,42.047171,-0.0719764182304357
"2009_8",-93.641799,42.047171,-0.153847717949214
"2008_12",-93.641785,42.047171,-0.144638214948584
"2008_12",-93.64177,42.047171,0.00914756411226469
"2008_2",-93.641742,42.047171,0.109518609582567
"2010_4",-93.641253,42.0470316,0.0199821518843839
"2006_11",-93.643373,42.046429,0.012675086495856
"2007_6",-93.642182,42.046318,0.0799089281132206
"2006_9",-93.64114,42.046416,-0.0580186656807555
"2007_12",-93.639931,42.046137,-0.00840653761462535
"2007_8",-93.639878,42.046135,0.176496393423514
"2010_4",-93.643556,42.04638,0.0462058096615578
"2007_6",-93.643456,42.046411,0.072735505598713
"2008_12",-93.647655,42.045012,-0.118225577375948
"2008_8",-93.648705,42.044419,-0.103299631347096
"2006_4",-93.648931,42.044609,-0.00683847090047269
"2008_5",-93.648954,42.044642,0.100431721371829
"2007_5",-93.648204,42.044383,0.104911979187289
"2007_3",-93.645798,42.044762,-0.0744629883158705
"2008_6",-93.645713,42.044693,-0.0331111990847413
"2007_6",-93.645589,42.044989,-0.0384210729933163
"2006_6",-93.646065,42.043779,-0.0980147515950492
"2009_6",-93.645923,42.043782,0.0936414859222584
"2007_7",-93.64577,42.042994,0.164833640597189
"2006_5",-93.649329,42.042369,-0.0199613203190103
"2006_9",-93.649439,42.042481,-0.0472720740220559
"2010_6",-93.649361,42.042565,-0.124604378013393
"2009_9",-93.649358,42.042652,-0.0474250089144998
"2006_7",-93.649352,42.042826,-0.132543056701823
"2006_7",-93.649329,42.043351,-0.252883821622681
"2007_7",-93.648172,42.043754,-0.0699013925789517
"2010_1",-93.648143,42.043704,-0.061637404948984
"2009_6",-93.648057,42.043553,-0.028425782926506
"2007_8",-93.645547,42.043048,0.0409425421717281
"2009_1",-93.645546,42.043019,-0.209028183209048
"2007_5",-93.645544,42.042961,0.039800681142927
"2007_3",-93.658232,42.037103,0.125033576376923
"2006_11",-93.658237,42.037409,0.0327990634098474
"2008_6",-93.655582,42.036729,-0.786305977850198
"2008_5",-93.658315,42.037578,0.0589933924829139
"2007_8",-93.6574973,42.0349702,-0.05012357697863
"2009_6",-93.65921,42.034509,0.0263374925521476
"2010_3",-93.65921,42.034561,-0.219796228623608
"2010_4",-93.639516,42.048606,0.0461287397784515
"2007_5",-93.639515,42.048488,0.013323079096155
"2008_4",-93.6392251,42.048726,0.00964024066189719
"2009_5",-93.635342,42.047708,-0.0251753891777185
"2007_9",-93.634545,42.046549,-0.0308875545175967
"2006_7",-93.633752,42.045632,-0.0109695609233055
"2006_9",-93.6346,42.048199,-0.158326727543085
"2008_5",-93.635095,42.047928,-0.162827858115005
"2007_6",-93.635094,42.047758,0.191182175908489
"2009_2",-93.634634,42.048009,-0.00367101331033904
"2007_1",-93.634528,42.048067,0.0950372878518758
"2009_8",-93.634803,42.04896,-0.0284641831670124
"2006_6",-93.634738,42.048997,0.114358294362621
"2008_5",-93.6343272,42.0492538,0.0814581615310018
"2008_10",-93.634976,42.049141,-0.270534093225521
"2007_4",-93.635899,42.04849,-0.0185604225318501
"2006_5",-93.635873,42.048602,0.073577536579844
"2009_11",-93.631971,42.048761,-0.107386755390767
"2009_6",-93.631881,42.04876,-0.130949464310444
"2008_10",-93.631526,42.048762,-0.180913062974041
"2007_5",-93.631554,42.047615,-0.104992728225704
"2009_12",-93.631519,42.047652,-0.0264199314052451
"2009_5",-93.633163,42.046476,0.169960038508887
"2006_8",-93.633466,42.046472,0.107351955860705
"2010_5",-93.633351,42.046322,0.147999088483426
"2008_8",-93.631779,42.046399,-0.0152619152122201
"2009_6",-93.631851,42.046476,0.00169321966555783
"2006_11",-93.630258,42.04806,-0.0306244541315613
"2009_8",-93.632537,42.045806,0.038916067734808
"2009_8",-93.632823,42.045799,-0.277792907731151
"2007_7",-93.638051,42.043363,-0.171294047359527
"2009_11",-93.637964,42.043236,-0.0676963534517131
"2010_3",-93.636879,42.043038,0.0188266525073263
"2007_8",-93.63687,42.043005,0.0784330950736867
"2010_2",-93.637463,42.043306,-0.0566342900216282
"2010_4",-93.637531,42.043306,0.0347895017975966
"2010_3",-93.637788,42.043329,-0.0230744518618624
"2009_4",-93.637905,42.043842,-0.0455078927188761
"2007_6",-93.633748,42.045483,-0.186861111634474
"2009_6",-93.632647,42.043673,-0.0305096613793625
"2006_4",-93.632472,42.043548,-0.0441935426466131
"2008_8",-93.6324549,42.042943,-0.111798089238127
"2010_3",-93.631435,42.043822,0.0907426761652374
"2007_11",-93.631673,42.04259,0.0432478158982765
"2010_6",-93.632554,42.043821,0.0955473033196651
"2006_7",-93.633098,42.044669,-0.148950637175357
"2008_6",-93.631245,42.04378,0.0935596412888439
"2007_9",-93.631302,42.04389,0.00482775026126795
"2009_11",-93.631899,42.044693,0.121080334278041
"2007_2",-93.6299222,42.0421698,-0.0653008450469898
"2009_6",-93.628903,42.048796,0.136429049897085
"2007_3",-93.62919,42.047811,-0.0850879963993621
"2006_10",-93.627935,42.046496,0.0926745534435945
"2006_7",-93.625976,42.045706,0.112098664358299
"2008_6",-93.6264356,42.0458538,0.0551158050129717
"2006_6",-93.626097,42.045728,0.0520038893898187
"2006_8",-93.626161,42.045728,0.0168479340213565
"2006_11",-93.627517,42.045885,0.100257311520502
"2006_8",-93.628069,42.045878,0.194607959249419
"2006_3",-93.6269,42.04795,-0.0177734477805777
"2007_7",-93.626518,42.048292,0.0274740848595513
"2008_12",-93.6261431,42.0471033,0.108639167205861
"2010_4",-93.626137,42.046574,0.0244137130414862
"2009_3",-93.627047,42.0467129,-0.103821099316404
"2006_7",-93.626345,42.04657,0.170597468490015
"2008_7",-93.624762,42.046584,0.109637734791685
"2007_6",-93.625898,42.046504,0.186943109202736
"2008_11",-93.62462,42.047541,-0.0770903716400695
"2008_11",-93.624632,42.048185,-0.109898836818764
"2006_10",-93.624612,42.045685,-0.0141029124418372
"2009_7",-93.624612,42.046635,-0.0116005220614098
"2008_11",-93.6304229,42.0453551,-0.167800748357152
"2006_6",-93.629155,42.044308,0.052722205306178
"2008_5",-93.629079,42.044262,-0.0217044844612913
